customer_id,recent_purchase,recency,frequency,monetary,R 점수,F 점수,M 점수,RFM세그먼트,RFM스코어,,,R,,F,M
14966,2011-11-25 12:20:00 UTC,15,36,183.02,4,2,1,421,7,,,,,,
17288,2011-11-30 16:09:00 UTC,10,140,1417.63,4,4,3,443,11,,,,,,
16031,2011-09-08 13:07:00 UTC,93,98,547.9,2,4,2,242,8,,,,,,
17860,2010-12-06 12:41:00 UTC,369,52,226.45,1,3,1,131,5,,,,,,
18119,2010-12-07 11:59:00 UTC,368,29,180.7,1,2,1,121,4,,,,,,
16110,2011-10-25 14:35:00 UTC,46,342,1320.95,3,4,3,343,10,,,,,,
15427,2011-11-06 14:29:00 UTC,34,292,1430.54,3,4,3,343,10,,,,,,
17551,2010-12-15 14:12:00 UTC,360,39,290.34,1,2,1,121,4,,,,,,
14507,2011-11-16 12:21:00 UTC,24,95,1367.88,3,3,3,333,9,,,,,,
13546,2011-11-27 14:50:00 UTC,13,97,621.09,4,3,2,432,9,,,,,,
17897,2011-06-20 11:23:00 UTC,173,108,541.81,1,4,2,142,7,,,,,,
17050,2011-09-04 13:48:00 UTC,97,308,3185.64,2,4,4,244,10,,,,,,
16364,2011-11-28 11:27:00 UTC,12,52,705.79,4,3,3,433,10,,,,,,
15349,2011-07-04 16:06:00 UTC,159,71,463.91,1,3,2,132,6,,,,,,
17501,2011-05-03 09:47:00 UTC,221,18,288.6,1,2,1,121,4,,,,,,
18272,2011-12-07 12:43:00 UTC,3,166,3078.58,4,4,4,444,12,,,,,,
15491,2011-09-05 15:56:00 UTC,96,154,3100.09,2,4,4,244,10,,,,,,
14241,2011-06-09 11:46:00 UTC,184,10,213.7,1,1,1,111,3,,,,,,
16353,2011-12-06 12:23:00 UTC,4,94,6675.71,4,3,4,434,11,,,,,,
13034,2011-10-16 12:21:00 UTC,55,37,642.77,2,2,2,222,6,,,,,,
17287,2011-11-13 13:27:00 UTC,27,122,1049.06,3,4,3,343,10,,,,,,
17350,2011-12-01 15:47:00 UTC,9,70,1281.32,4,3,3,433,10,,,,,,
16359,2011-12-02 17:04:00 UTC,8,66,1750.92,4,3,4,434,11,,,,,,
14965,2011-09-04 13:20:00 UTC,97,81,596.09,2,3,2,232,7,,,,,,
16343,2011-11-23 17:45:00 UTC,17,43,328.58,4,3,2,432,9,,,,,,
12878,2011-04-17 13:07:00 UTC,237,47,854.99,1,3,3,133,7,,,,,,
15985,2011-08-08 16:31:00 UTC,124,37,1142.42,2,2,3,223,7,,,,,,
17026,2011-06-07 14:28:00 UTC,186,4,154.83,1,1,1,111,3,,,,,,
15460,2010-12-20 16:08:00 UTC,355,56,214.26,1,3,1,131,5,,,,,,
17619,2011-01-31 14:18:00 UTC,313,74,214.37,1,3,1,131,5,,,,,,
16134,2011-11-18 10:05:00 UTC,22,35,618.09,3,2,2,322,7,,,,,,
14622,2011-06-08 12:42:00 UTC,185,21,320.58,1,2,2,122,5,,,,,,
13398,2011-05-31 13:17:00 UTC,193,26,457.34,1,2,2,122,5,,,,,,
14243,2011-12-01 11:12:00 UTC,9,141,2588.77,4,4,4,444,12,,,,,,
13754,2011-07-11 11:51:00 UTC,152,12,282.6,1,1,1,111,3,,,,,,
16829,2011-07-06 10:48:00 UTC,157,11,197.22,1,1,1,111,3,,,,,,
18136,2011-10-07 15:40:00 UTC,64,38,784.33,2,2,3,223,7,,,,,,
12847,2011-11-17 13:16:00 UTC,23,84,843.64,3,3,3,333,9,,,,,,
18027,2011-09-02 10:38:00 UTC,99,21,115.31,2,2,1,221,5,,,,,,
15444,2011-11-30 17:37:00 UTC,10,214,1411.21,4,4,3,443,11,,,,,,
15031,2011-12-05 14:19:00 UTC,5,110,653.19,4,4,2,442,10,,,,,,
14740,2011-05-26 18:17:00 UTC,198,89,1448.21,1,3,3,133,7,,,,,,
14529,2011-10-10 15:27:00 UTC,61,213,578.61,2,4,2,242,8,,,,,,
15994,2011-10-16 12:28:00 UTC,55,32,414.27,2,2,2,222,6,,,,,,
17966,2011-11-02 10:26:00 UTC,38,68,1098.43,3,3,3,333,9,,,,,,
14162,2011-06-19 11:36:00 UTC,174,25,289.36,1,2,1,121,4,,,,,,
17895,2011-10-26 17:00:00 UTC,45,15,95.45,3,1,1,311,5,,,,,,
14336,2011-11-23 11:40:00 UTC,17,90,1614.91,4,3,3,433,10,,,,,,
15325,2011-08-28 11:55:00 UTC,104,48,161.74,2,3,1,231,6,,,,,,
18082,2011-11-14 12:45:00 UTC,26,70,680.84,3,3,3,333,9,,,,,,
14896,2011-05-19 10:20:00 UTC,205,43,468.77,1,3,2,132,6,,,,,,
17232,2011-12-07 12:21:00 UTC,3,35,417.77,4,2,2,422,8,,,,,,
15335,2011-10-17 12:50:00 UTC,54,35,170.22,2,2,1,221,5,,,,,,
15723,2010-12-10 11:12:00 UTC,365,38,190.7,1,2,1,121,4,,,,,,
13719,2011-11-24 15:26:00 UTC,16,60,1041.68,4,3,3,433,10,,,,,,
15320,2011-10-26 13:27:00 UTC,45,36,267.13,3,2,1,321,6,,,,,,
15708,2011-10-30 10:54:00 UTC,41,273,3235.25,3,4,4,344,11,,,,,,
14829,2011-11-10 16:16:00 UTC,30,42,697.55,3,3,3,333,9,,,,,,
16734,2011-10-18 13:44:00 UTC,53,52,646.76,2,3,2,232,7,,,,,,
17250,2011-12-06 12:15:00 UTC,4,56,381.97,4,3,2,432,9,,,,,,
17595,2011-11-27 16:08:00 UTC,13,82,386.69,4,3,2,432,9,,,,,,
15880,2010-12-05 13:00:00 UTC,370,96,329.03,1,3,2,132,6,,,,,,
15134,2011-11-25 08:55:00 UTC,15,73,1387.99,4,3,3,433,10,,,,,,
16992,2011-11-29 11:50:00 UTC,11,93,1614.31,4,3,3,433,10,,,,,,
13940,2011-11-22 15:15:00 UTC,18,49,839.14,3,3,3,333,9,,,,,,
15898,2011-12-08 15:23:00 UTC,2,84,1383.83,4,3,3,433,10,,,,,,
15038,2011-10-12 11:33:00 UTC,59,125,685.74,2,4,3,243,9,,,,,,
16654,2011-07-21 15:23:00 UTC,142,29,601.27,2,2,2,222,6,,,,,,
13579,2011-11-25 08:41:00 UTC,15,23,467.04,4,2,2,422,8,,,,,,
17302,2011-11-25 09:36:00 UTC,15,79,1135.63,4,3,3,433,10,,,,,,
15054,2011-11-27 15:02:00 UTC,13,114,302.1,4,4,1,441,9,,,,,,
13972,2011-09-30 11:54:00 UTC,71,15,190.25,2,1,1,211,4,,,,,,
15326,2011-01-10 11:38:00 UTC,334,29,311.71,1,2,2,122,5,,,,,,
12535,2011-09-09 08:48:00 UTC,92,34,716.35,2,2,3,223,7,,,,,,
14825,2011-12-06 11:38:00 UTC,4,120,2221.01,4,4,4,444,12,,,,,,
13155,2011-11-06 15:41:00 UTC,34,85,971.76,3,3,3,333,9,,,,,,
17542,2011-03-15 11:45:00 UTC,270,25,170.75,1,2,1,121,4,,,,,,
17457,2011-08-05 12:48:00 UTC,127,19,1737.7,2,2,4,224,8,,,,,,
15654,2011-11-30 13:08:00 UTC,10,21,922.53,4,2,3,423,9,,,,,,
13565,2011-11-20 14:33:00 UTC,20,38,240.22,3,2,1,321,6,,,,,,
14689,2011-05-15 11:22:00 UTC,209,13,112.8,1,1,1,111,3,,,,,,
17700,2011-11-23 11:51:00 UTC,17,142,2534.64,4,4,4,444,12,,,,,,
16249,2011-10-18 10:07:00 UTC,53,69,1800.07,2,3,4,234,9,,,,,,
17901,2011-11-10 17:29:00 UTC,30,19,110.38,3,2,1,321,6,,,,,,
17266,2011-12-07 14:12:00 UTC,3,73,296.58,4,3,1,431,8,,,,,,
12565,2011-02-24 10:34:00 UTC,289,9,145.92,1,1,1,111,3,,,,,,
16850,2011-01-10 11:09:00 UTC,334,19,332.41,1,2,2,122,5,,,,,,
17045,2011-08-18 17:09:00 UTC,114,22,339.44,2,2,2,222,6,,,,,,
18203,2011-07-05 13:07:00 UTC,158,19,160.42,1,2,1,121,4,,,,,,
16418,2011-10-26 12:39:00 UTC,45,95,631.12,3,3,2,332,8,,,,,,
17027,2011-09-22 12:24:00 UTC,79,148,877.56,2,4,3,243,9,,,,,,
13456,2011-11-22 09:18:00 UTC,18,63,1766.72,3,3,4,334,10,,,,,,
13644,2011-11-23 14:07:00 UTC,17,146,2624.26,4,4,4,444,12,,,,,,
15363,2010-12-02 12:28:00 UTC,373,16,326,1,1,2,112,4,,,,,,
17140,2011-04-06 13:33:00 UTC,248,18,454.12,1,2,2,122,5,,,,,,
16419,2011-08-19 12:33:00 UTC,113,50,958.71,2,3,3,233,8,,,,,,
17789,2011-03-03 13:14:00 UTC,282,14,225.9,1,1,1,111,3,,,,,,
16647,2011-06-23 11:47:00 UTC,170,14,214.06,1,1,1,111,3,,,,,,
15139,2011-04-14 11:39:00 UTC,240,13,178.96,1,1,1,111,3,,,,,,
14732,2011-12-01 14:34:00 UTC,9,147,2702.49,4,4,4,444,12,,,,,,
17871,2011-05-19 11:32:00 UTC,205,10,155.9,1,1,1,111,3,,,,,,
14551,2011-11-21 13:36:00 UTC,19,10,186.23,3,1,1,311,5,,,,,,
17147,2011-11-17 12:32:00 UTC,23,81,1714.59,3,3,4,334,10,,,,,,
17856,2011-12-08 09:40:00 UTC,2,15,1418.03,4,1,3,413,8,,,,,,
15716,2011-07-17 11:59:00 UTC,146,117,1101.11,1,4,3,143,8,,,,,,
17939,2011-07-03 12:27:00 UTC,160,12,99.14,1,1,1,111,3,,,,,,
16750,2011-10-26 12:48:00 UTC,45,95,623.93,3,3,2,332,8,,,,,,
14198,2011-11-21 16:35:00 UTC,19,39,701.4,3,2,3,323,8,,,,,,
13752,2011-08-07 14:16:00 UTC,125,75,1175.38,2,3,3,233,8,,,,,,
15297,2011-11-29 16:32:00 UTC,11,39,641.94,4,2,2,422,8,,,,,,
13523,2011-11-06 15:11:00 UTC,34,172,3964.88,3,4,4,344,11,,,,,,
16354,2011-10-07 14:28:00 UTC,64,39,395.8,2,2,2,222,6,,,,,,
13570,2011-04-10 13:36:00 UTC,244,27,239.49,1,2,1,121,4,,,,,,
13892,2011-11-13 11:50:00 UTC,27,27,632.97,3,2,2,322,7,,,,,,
13740,2011-04-13 10:32:00 UTC,241,23,350.75,1,2,2,122,5,,,,,,
16193,2011-04-17 11:45:00 UTC,237,19,314.45,1,2,2,122,5,,,,,,
17290,2011-12-06 12:38:00 UTC,4,96,513.01,4,3,2,432,9,,,,,,
16109,2011-05-05 09:17:00 UTC,219,18,611.88,1,2,2,122,5,,,,,,
15841,2011-09-28 12:15:00 UTC,73,47,1224.06,2,3,3,233,8,,,,,,
16384,2011-09-11 11:19:00 UTC,90,33,584.5,2,2,2,222,6,,,,,,
17092,2011-10-20 19:51:00 UTC,51,124,1774.03,2,4,4,244,10,,,,,,
13799,2011-08-15 12:07:00 UTC,117,39,688.86,2,2,3,223,7,,,,,,
15437,2011-03-22 13:11:00 UTC,263,45,200.16,1,3,1,131,5,,,,,,
15503,2010-12-12 10:57:00 UTC,363,66,141.04,1,3,1,131,5,,,,,,
17403,2011-11-03 15:18:00 UTC,37,32,263.92,3,2,1,321,6,,,,,,
17181,2011-10-13 14:48:00 UTC,58,23,239.92,2,2,1,221,5,,,,,,
17977,2011-11-10 13:28:00 UTC,30,21,288.14,3,2,1,321,6,,,,,,
16744,2011-11-28 13:06:00 UTC,12,236,1291.91,4,4,3,443,11,,,,,,
15016,2011-06-20 12:06:00 UTC,173,20,170.04,1,2,1,121,4,,,,,,
14813,2010-12-05 11:57:00 UTC,370,29,152.88,1,2,1,121,4,,,,,,
17899,2011-07-03 14:58:00 UTC,160,31,154.55,1,2,1,121,4,,,,,,
13170,2011-11-13 12:19:00 UTC,27,30,108.81,3,2,1,321,6,,,,,,
15353,2011-03-30 12:15:00 UTC,255,61,770.12,1,3,3,133,7,,,,,,
15820,2011-01-24 12:00:00 UTC,320,17,206.98,1,2,1,121,4,,,,,,
15623,2011-07-21 17:26:00 UTC,142,19,301.03,2,2,1,221,5,,,,,,
17767,2011-11-24 14:42:00 UTC,16,21,271.2,4,2,1,421,7,,,,,,
13962,2011-11-18 08:47:00 UTC,22,11,169.55,3,1,1,311,5,,,,,,
16781,2010-12-02 14:26:00 UTC,373,17,311.25,1,2,2,122,5,,,,,,
15246,2011-04-15 14:45:00 UTC,239,33,514.15,1,2,2,122,5,,,,,,
15182,2011-07-08 13:37:00 UTC,155,29,622.85,1,2,2,122,5,,,,,,
16613,2011-09-30 15:52:00 UTC,71,30,618.59,2,2,2,222,6,,,,,,
17491,2011-12-08 16:18:00 UTC,2,109,3558.87,4,4,4,444,12,,,,,,
17866,2011-07-20 11:07:00 UTC,143,9,329.65,1,1,2,112,4,,,,,,
17361,2011-10-21 15:43:00 UTC,50,29,488.2,3,2,2,322,7,,,,,,
17858,2011-12-04 11:56:00 UTC,6,197,5140.66,4,4,4,444,12,,,,,,
14161,2011-05-08 11:41:00 UTC,216,104,1097.62,1,4,3,143,8,,,,,,
17388,2011-09-23 10:31:00 UTC,78,15,1259.56,2,1,3,213,6,,,,,,
14620,2011-05-18 11:58:00 UTC,206,26,412.78,1,2,2,122,5,,,,,,
15912,2011-06-14 14:29:00 UTC,179,19,264.62,1,2,1,121,4,,,,,,
15146,2011-06-28 12:09:00 UTC,165,91,1327.16,1,3,3,133,7,,,,,,
14923,2011-10-20 11:51:00 UTC,51,44,749.1,2,3,3,233,8,,,,,,
13486,2011-09-22 13:13:00 UTC,79,69,1122.41,2,3,3,233,8,,,,,,
16102,2011-10-28 13:19:00 UTC,43,57,1842.14,3,3,4,334,10,,,,,,
17988,2011-11-28 11:00:00 UTC,12,38,201.12,4,2,1,421,7,,,,,,
16818,2011-11-29 10:41:00 UTC,11,188,3349.57,4,4,4,444,12,,,,,,
15101,2011-12-01 10:18:00 UTC,9,8,317.53,4,1,2,412,7,,,,,,
15500,2011-12-01 13:47:00 UTC,9,68,1131.56,4,3,3,433,10,,,,,,
17637,2011-11-08 12:51:00 UTC,32,35,547.06,3,2,2,322,7,,,,,,
14035,2011-11-11 10:03:00 UTC,29,66,1428.02,3,3,3,333,9,,,,,,
13955,2011-07-08 17:19:00 UTC,155,33,322.96,1,2,2,122,5,,,,,,
12854,2011-09-22 12:15:00 UTC,79,109,1316.25,2,4,3,243,9,,,,,,
17356,2011-02-01 11:07:00 UTC,312,19,178.22,1,2,1,121,4,,,,,,
14401,2011-12-05 13:30:00 UTC,5,182,4051.48,4,4,4,444,12,,,,,,
18035,2011-11-04 12:39:00 UTC,36,49,713.89,3,3,3,333,9,,,,,,
17656,2011-09-27 13:04:00 UTC,74,82,1674.69,2,3,4,234,9,,,,,,
14515,2011-11-22 11:37:00 UTC,18,98,2076.89,3,4,4,344,11,,,,,,
15105,2011-11-21 16:54:00 UTC,19,101,2298.93,3,4,4,344,11,,,,,,
13627,2011-10-11 14:20:00 UTC,60,92,1638.47,2,3,3,233,8,,,,,,
15932,2011-12-05 17:13:00 UTC,5,115,2495.87,4,4,4,444,12,,,,,,
14881,2011-11-20 11:06:00 UTC,20,17,255.4,3,2,1,321,6,,,,,,
18138,2011-02-17 14:51:00 UTC,296,8,152.65,1,1,1,111,3,,,,,,
15051,2011-11-16 15:38:00 UTC,24,142,1383.36,3,4,3,343,10,,,,,,
14867,2011-06-07 11:39:00 UTC,186,36,710.28,1,2,3,123,6,,,,,,
15904,2011-12-01 14:50:00 UTC,9,30,164.68,4,2,1,421,7,,,,,,
14344,2011-08-04 13:51:00 UTC,128,71,889.93,2,3,3,233,8,,,,,,
14111,2011-11-25 13:44:00 UTC,15,10,692.85,4,1,3,413,8,,,,,,
13882,2011-12-07 11:16:00 UTC,3,65,1191.13,4,3,3,433,10,,,,,,
18252,2011-10-20 12:43:00 UTC,51,94,518.27,2,3,2,232,7,,,,,,
15969,2011-12-07 11:06:00 UTC,3,20,666.1,4,2,2,422,8,,,,,,
18048,2011-05-20 14:58:00 UTC,204,7,172.29,1,1,1,111,3,,,,,,
17573,2011-11-10 13:01:00 UTC,30,25,380.6,3,2,2,322,7,,,,,,
13248,2011-08-07 12:40:00 UTC,125,26,465.68,2,2,2,222,6,,,,,,
16837,2011-11-08 14:27:00 UTC,32,165,3170.98,3,4,4,344,11,,,,,,
13808,2011-12-04 12:18:00 UTC,6,76,1747.66,4,3,4,434,11,,,,,,
13140,2011-08-23 15:33:00 UTC,109,45,422.47,2,3,2,232,7,,,,,,
15164,2011-10-02 12:05:00 UTC,69,101,824.58,2,4,3,243,9,,,,,,
13066,2011-11-15 12:57:00 UTC,25,48,470.8,3,3,2,332,8,,,,,,
14959,2011-10-06 18:23:00 UTC,65,59,695.42,2,3,3,233,8,,,,,,
15156,2011-12-08 18:22:00 UTC,2,55,961.49,4,3,3,433,10,,,,,,
14397,2011-12-07 09:22:00 UTC,3,87,2612.96,4,3,4,434,11,,,,,,
13886,2011-09-29 13:17:00 UTC,72,16,243.56,2,1,1,211,4,,,,,,
16473,2011-06-28 09:10:00 UTC,165,18,316.11,1,2,2,122,5,,,,,,
13939,2011-11-16 13:33:00 UTC,24,45,568.55,3,3,2,332,8,,,,,,
14271,2011-04-28 12:47:00 UTC,226,10,112.32,1,1,1,111,3,,,,,,
16352,2011-11-22 10:32:00 UTC,18,28,494.44,3,2,2,322,7,,,,,,
14312,2011-10-24 09:46:00 UTC,47,87,1611.59,3,3,3,333,9,,,,,,
16619,2011-03-21 08:18:00 UTC,264,14,226.21,1,1,1,111,3,,,,,,
17535,2011-03-04 15:20:00 UTC,281,13,164.4,1,1,1,111,3,,,,,,
18176,2010-12-16 15:45:00 UTC,359,30,476.35,1,2,2,122,5,,,,,,
13782,2011-11-27 11:54:00 UTC,13,113,908.86,4,4,3,443,11,,,,,,
13474,2011-04-17 13:53:00 UTC,237,62,226.84,1,3,1,131,5,,,,,,
15158,2011-10-25 13:53:00 UTC,46,7,401.4,3,1,2,312,6,,,,,,
13951,2011-06-16 16:43:00 UTC,177,39,674.45,1,2,3,123,6,,,,,,
15922,2010-12-01 13:51:00 UTC,374,11,369.5,1,1,2,112,4,,,,,,
13563,2011-09-16 14:45:00 UTC,85,49,777.53,2,3,3,233,8,,,,,,
17806,2011-11-28 14:12:00 UTC,12,43,546.04,4,3,2,432,9,,,,,,
17359,2011-11-28 14:37:00 UTC,12,15,127.86,4,1,1,411,6,,,,,,
16438,2011-12-04 10:51:00 UTC,6,132,798.35,4,4,3,443,11,,,,,,
17201,2011-10-17 11:55:00 UTC,54,38,289.78,2,2,1,221,5,,,,,,
14672,2011-04-19 10:19:00 UTC,235,61,765.55,1,3,3,133,7,,,,,,
16217,2011-04-18 13:31:00 UTC,236,15,304.25,1,1,1,111,3,,,,,,
13707,2011-03-17 18:03:00 UTC,268,48,806.41,1,3,3,133,7,,,,,,
13037,2011-07-24 15:46:00 UTC,139,48,881.07,2,3,3,233,8,,,,,,
15388,2011-03-14 13:53:00 UTC,271,10,140.54,1,1,1,111,3,,,,,,
13941,2011-11-18 09:43:00 UTC,22,45,5112.96,3,3,4,334,10,,,,,,
15361,2010-12-13 09:52:00 UTC,362,7,418.92,1,1,2,112,4,,,,,,
15602,2011-12-01 14:14:00 UTC,9,46,1297.87,4,3,3,433,10,,,,,,
12868,2011-06-07 10:42:00 UTC,186,107,1607.06,1,4,3,143,8,,,,,,
17734,2011-10-17 12:33:00 UTC,54,43,700.63,2,3,3,233,8,,,,,,
16581,2011-06-10 10:05:00 UTC,183,9,105.84,1,1,1,111,3,,,,,,
15165,2010-12-01 14:03:00 UTC,374,27,487.75,1,2,2,122,5,,,,,,
18108,2011-03-30 13:56:00 UTC,255,17,271,1,2,1,121,4,,,,,,
17171,2011-02-23 16:37:00 UTC,290,16,224.91,1,1,1,111,3,,,,,,
14147,2011-09-22 18:10:00 UTC,79,5,483.4,2,1,2,212,5,,,,,,
13426,2011-12-09 08:59:00 UTC,1,157,3641.32,4,4,4,444,12,,,,,,
15569,2011-08-28 10:15:00 UTC,104,31,1375.71,2,2,3,223,7,,,,,,
14045,2011-08-22 15:27:00 UTC,110,6,1659.75,2,1,3,213,6,,,,,,
15857,2011-11-21 12:18:00 UTC,19,14,297,3,1,1,311,5,,,,,,
17405,2011-12-08 17:12:00 UTC,2,82,1031.41,4,3,3,433,10,,,,,,
16902,2011-08-15 14:17:00 UTC,117,44,1706.88,2,3,4,234,9,,,,,,
16921,2011-10-09 16:22:00 UTC,62,55,154.18,2,3,1,231,6,,,,,,
14652,2011-09-23 14:21:00 UTC,78,29,114.18,2,2,1,221,5,,,,,,
17514,2011-08-03 15:45:00 UTC,129,40,208.65,2,2,1,221,5,,,,,,
13428,2011-11-29 14:20:00 UTC,11,71,201.78,4,3,1,431,8,,,,,,
16768,2011-10-23 10:38:00 UTC,48,54,478.09,3,3,2,332,8,,,,,,
14224,2011-08-21 13:24:00 UTC,111,113,1009.73,2,4,3,243,9,,,,,,
14485,2011-11-01 12:25:00 UTC,39,46,162.8,3,3,1,331,7,,,,,,
15707,2011-11-04 14:35:00 UTC,36,205,916.98,3,4,3,343,10,,,,,,
15508,2011-06-03 15:43:00 UTC,190,92,1000.27,1,3,3,133,7,,,,,,
16282,2011-01-04 11:42:00 UTC,340,11,168.3,1,1,1,111,3,,,,,,
16059,2011-10-05 09:56:00 UTC,66,178,1453.16,2,4,3,243,9,,,,,,
15852,2011-06-06 11:22:00 UTC,187,22,160.71,1,2,1,121,4,,,,,,
17654,2011-03-07 13:17:00 UTC,278,22,117.55,1,2,1,121,4,,,,,,
16479,2011-11-29 13:40:00 UTC,11,35,300.83,4,2,1,421,7,,,,,,
16527,2011-09-19 16:21:00 UTC,82,14,228.06,2,1,1,211,4,,,,,,
16128,2011-11-22 11:14:00 UTC,18,89,1880.22,3,3,4,334,10,,,,,,
15107,2011-02-01 14:46:00 UTC,312,16,319.5,1,1,2,112,4,,,,,,
14105,2011-04-14 17:58:00 UTC,240,74,1266.23,1,3,3,133,7,,,,,,
13341,2011-03-24 09:50:00 UTC,261,42,775.85,1,3,3,133,7,,,,,,
17697,2011-04-17 15:40:00 UTC,237,19,338.95,1,2,2,122,5,,,,,,
13348,2011-10-06 17:28:00 UTC,65,14,233.76,2,1,1,211,4,,,,,,
17704,2011-06-24 09:40:00 UTC,169,31,885.19,1,2,3,123,6,,,,,,
12852,2011-02-18 08:47:00 UTC,295,17,311.55,1,2,2,122,5,,,,,,
12857,2011-05-13 10:20:00 UTC,211,46,1106.4,1,3,3,133,7,,,,,,
16709,2011-09-16 10:56:00 UTC,85,79,3029.87,2,3,4,234,9,,,,,,
17737,2011-11-30 15:16:00 UTC,10,10,168.24,4,1,1,411,6,,,,,,
17490,2011-12-09 09:08:00 UTC,1,76,2092.32,4,3,4,434,11,,,,,,
18265,2011-09-28 14:10:00 UTC,73,46,801.51,2,3,3,233,8,,,,,,
18278,2011-09-27 11:58:00 UTC,74,9,173.9,2,1,1,211,4,,,,,,
15755,2011-11-29 14:57:00 UTC,11,141,2364.25,4,4,4,444,12,,,,,,
12951,2011-12-01 12:14:00 UTC,9,63,1064.07,4,3,3,433,10,,,,,,
14235,2011-09-25 14:37:00 UTC,76,79,3144.86,2,3,4,234,9,,,,,,
15275,2011-11-02 11:20:00 UTC,38,41,615.14,3,3,2,332,8,,,,,,
13239,2011-03-23 10:25:00 UTC,262,21,329.56,1,2,2,122,5,,,,,,
16316,2011-10-06 13:48:00 UTC,65,151,2938.91,2,4,4,244,10,,,,,,
17600,2011-11-22 09:43:00 UTC,18,13,161.67,3,1,1,311,5,,,,,,
15303,2011-02-22 13:59:00 UTC,291,31,574.02,1,2,2,122,5,,,,,,
15827,2011-09-27 15:35:00 UTC,74,115,1836.09,2,4,4,244,10,,,,,,
13269,2011-12-08 14:53:00 UTC,2,315,5343.28,4,4,4,444,12,,,,,,
15830,2011-11-02 10:40:00 UTC,38,39,576,3,2,2,322,7,,,,,,
13015,2011-10-17 13:19:00 UTC,54,175,3339.64,2,4,4,244,10,,,,,,
13294,2011-06-03 08:54:00 UTC,190,54,873.74,1,3,3,133,7,,,,,,
15598,2011-10-17 16:04:00 UTC,54,14,240.68,2,1,1,211,4,,,,,,
15090,2011-02-04 14:03:00 UTC,309,23,381.32,1,2,2,122,5,,,,,,
15091,2011-10-03 12:47:00 UTC,68,30,480.71,2,2,2,222,6,,,,,,
16627,2011-09-21 14:38:00 UTC,80,20,322.8,2,2,2,222,6,,,,,,
12539,2011-11-17 13:30:00 UTC,23,273,5568.35,3,4,4,344,11,,,,,,
17173,2011-12-04 14:40:00 UTC,6,86,3766.6,4,3,4,434,11,,,,,,
17053,2011-08-01 10:23:00 UTC,131,13,498.48,2,1,2,212,5,,,,,,
18167,2011-11-16 15:56:00 UTC,24,37,1384.86,3,2,3,323,8,,,,,,
18189,2011-09-23 12:40:00 UTC,78,68,1090.24,2,3,3,233,8,,,,,,
14937,2011-10-14 12:29:00 UTC,57,34,1621.88,2,2,3,223,7,,,,,,
13402,2011-08-04 15:51:00 UTC,128,39,621.23,2,2,2,222,6,,,,,,
16858,2010-12-06 09:52:00 UTC,369,10,375.69,1,1,2,112,4,,,,,,
14567,2011-10-14 10:21:00 UTC,57,33,1530.36,2,2,3,223,7,,,,,,
17937,2011-12-01 11:45:00 UTC,9,43,4301.22,4,3,4,434,11,,,,,,
17411,2011-11-27 14:25:00 UTC,13,41,778.94,4,3,3,433,10,,,,,,
17830,2011-12-08 12:28:00 UTC,2,23,398.7,4,2,2,422,8,,,,,,
17557,2011-11-25 12:57:00 UTC,15,34,541.46,4,2,2,422,8,,,,,,
13973,2011-02-25 15:21:00 UTC,288,11,264.7,1,1,1,111,3,,,,,,
18221,2011-11-17 14:40:00 UTC,23,64,1041.61,3,3,3,333,9,,,,,,
14918,2011-08-16 11:50:00 UTC,116,45,1610.15,2,3,3,233,8,,,,,,
15453,2011-12-08 10:59:00 UTC,2,279,1371.77,4,4,3,443,11,,,,,,
12828,2011-12-07 08:45:00 UTC,3,56,1018.71,4,3,3,433,10,,,,,,
15263,2011-08-25 10:26:00 UTC,107,12,156.51,2,1,1,211,4,,,,,,
14251,2011-12-08 08:32:00 UTC,2,78,2879.7,4,3,4,434,11,,,,,,
13079,2011-12-05 16:53:00 UTC,5,6,220.1,4,1,1,411,6,,,,,,
14467,2011-11-22 12:48:00 UTC,18,89,596.26,3,3,2,332,8,,,,,,
14984,2011-11-20 14:28:00 UTC,20,39,202.37,3,2,1,321,6,,,,,,
15472,2011-08-18 15:17:00 UTC,114,76,371.56,2,3,2,232,7,,,,,,
17219,2011-11-08 11:25:00 UTC,32,25,114.23,3,2,1,321,6,,,,,,
12832,2011-11-07 13:30:00 UTC,33,27,383.03,3,2,2,322,7,,,,,,
15725,2011-11-24 14:51:00 UTC,16,32,415.25,4,2,2,422,8,,,,,,
13697,2011-11-01 09:14:00 UTC,39,12,151.3,3,1,1,311,5,,,,,,
16851,2011-12-05 13:32:00 UTC,5,20,342.45,4,2,2,422,8,,,,,,
16362,2011-11-07 13:01:00 UTC,33,77,709.99,3,3,3,333,9,,,,,,
15597,2011-11-04 13:26:00 UTC,36,22,324.57,3,2,2,322,7,,,,,,
17135,2011-11-23 16:48:00 UTC,17,52,1139.73,4,3,3,433,10,,,,,,
17406,2011-01-10 15:07:00 UTC,334,111,2184.42,1,4,4,144,9,,,,,,
16678,2011-12-07 12:17:00 UTC,3,163,3109.99,4,4,4,444,12,,,,,,
15957,2011-11-08 12:14:00 UTC,32,42,428.89,3,3,2,332,8,,,,,,
16103,2011-12-02 14:16:00 UTC,8,48,1429.64,4,3,3,433,10,,,,,,
14126,2011-12-02 11:45:00 UTC,8,15,706.13,4,1,3,413,8,,,,,,
18287,2011-10-28 09:29:00 UTC,43,70,1837.28,3,3,4,334,10,,,,,,
